Title,URL,Author,Source,Date,Database,Quote,Keywords,Abstract
Hashimoto's disease coexisting with thyroid cancer:a clinical study of 13 cases.,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=ZGWK200504016,"Xiao Hui,Liu Tong,Yang Jie.Department of General Surgery,Affiliated Tongren Hospital of Capital Institute of Medical Sciences,Beijing 100730,China",Chinese Journal of Practical Surgery,2005-04-20,Journals,16,Hashimoto’s disease  Thyroid tumor;,"Objective  To investigate the pathogenesis,diagnosis and treatment of Hashimoto’s disease coexisting with thyroid cancer.Methods  The clinical data of 13 cases of Hashimoto’s disease coexisting with thyroid cancer admitted from 1994 to 2004 in affiliated Tongren Hospital of Capital Institute of Medical Sciences were analyzed retrospectively.Results  The morbidity of Hashimoto’s disease coexisting with thyroid cancer occupied 12.15%（13/107） of hospitalized patients with Hashimoto’s disease in corresponding period and 15.66% （13/83） of patients with thyroid cancer.All 13 patients complained nodules in their front necks,with 1 neck pain and 1 compression feeling.Elevation of TSH was in 7 cases,elevations of TGA or TMA or the both were in 6 cases.Cold nodule detected by isotopic scan was in 8 cases.Low echo nodules were in all 13 cases with 2 calcifications and 2 lymph nodes enlargements.Primary radical thyroidectomy was performed in 12 cases and secondary radical thyroidectomy was performed in 1 case.Eleven cases were followed up from 6 months to 8 years.No recurrent and death cases were reported.Conclusion  Hashimoto’s disease may be the precancerous disease of the thyroid cancer.It is very difficult to diagnose preoperatively.Mastering the indications of operative exploration of Hashimoto’s disease is predominant important.For the operation of the disease,the operation should be followed the principles of the radical thyroidectomy of thyroid cancer."
慢性淋巴细胞性甲状腺炎合并甲状腺癌11例诊治分析,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=ZLYJ200502028,"张银龙,王飞海,徐鲁白,朱少俊,许家熔",Cancer Research and Clinic,2005-04-25,Journals,1,甲状腺炎;; 甲状腺肿瘤;; 外科;; 手术;,"目的探讨慢性淋巴细胞性甲状腺炎（H D）合并甲状腺癌的诊断和外科治疗原则。方法对101例H D患者中同时合并甲状腺癌的11例进行手术治疗,经病理证实,并对二者的合并发生率、诊断以及治疗情况进行回顾性分析。结果H D与甲状腺癌的合并率为10.9%（11/101）,11例患者随访6个月￣9年,均无癌肿复发及转移,疗效满意。结论H D与甲状腺癌可能有相同的发病机制,临床上对孤立的甲状腺结节治疗后无缩小或增大,B超提示为实质性结节,甲状腺131I扫描（或SPEC T）提示“冷结节”者,应早日手术治疗。"
The Clinical Diagnosis and Treatment of Chronic Lymphocytic Thyroiditis(CLT) with Children(45 cases),https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=HAIN200506026,QU Guo-qing LI Jie LI Jun Pediatrics Department Tongji Hospital Foshan City Guangdong Province 528000 China,Hainan Medical Journal,2005-06-30,Journals,,Children Chronic Lymphocytic Thyroiditis CLT Diagnosis;,Objective To investigate the characteristic of chronic lymphocytic thyroiditis  CLT with children in order to improve the final diagnosis rate. Methods There were 45 cases of CLT with children whose clinical data was analysed retrospectively. Results There were 10 cases of boy and 35 cases of girl and the middle age was 9 years and 4 months and the middle history was 11 months. All children had diffuse goiter. There were 43 cases whose TGAb increased and 38 cases whose TMAb increased. There were 44 cases who got final diagnosis and the typings were clarified by cytopathology and only 1 case who was misdiagnosed as. Grave’s disease. The final diagnosis rate was 98.2%. All children were given corresponding disposal and the clinical turn-over was fine. Conclusions The clinical manifestation of CLT maybe is atypical and easy to misdiagnose. Cytopathology companying with thyroid autoantibody examination is the most trustworthy diplomacy for children CLT. The children CLT has a good eusemia which maybe correlate with the type of cytology.
A Case Chronic Lymphocytic Thyroiditis,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=NJSG200504021,"GU Cun-de(Department of Physiccal Education ,Neijiang Teachers College,Neijiang, Sichuan 641112, China)",Journal of Neijiang Teachers College,2005-08-30,Journals,,chronic lymphocytic thyreoiditism;; hypothyrea;; thyreoidis;,"Through observing a chronic lymphocytic thyroiditis continuously for ten years,it is found that the clinical manifetation of hypothyrea and thyreoidism of the patientof has appeared and the appropriate treatment has been put inte effect ."
高分辨率超声诊断慢性淋巴细胞性甲状腺炎,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=JLYX200510059,"于福禄,秋英淑,徐宏伟,乔辉,于昊",Jilin Medical Journal,2005-10-20,Journals,,超声诊断;; 甲状腺炎;,
The relationship between cytological findings and function of thyroid in chronic lymphocytic thyroiditis,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=AHYX200506014,"Yu Xiaoqin,Zhang Yanbin,Fang Yong Department of Clinical Laboratory,The First People's Hospital of Hefei ,Hefei 230061",Anhui Medical Journal,2005-12-30,Journals,2,Chronic lymphocytic thyroiditis;; FNAC;; Function of thyroid;; Thyroid antibodies;,"Objective To investigate the relationship between the cytological findings and function of thyroid,thyroid an tibodies in chronic lymphocytic thyroiditis. Methods Fine - needle aspiration cytology （FNAC） specimens of 80 patients with chronic lymphocytic thyroiditis were reviewed and evaluated; thyroid function and thyroid antibodies were measured by radioimmu noassay （RIA）. Additionally, patients age and clinical symptoms were analyzed. Results Function of thyroid was examined in 75 patients from 80 chronic lymphocytic thyroiditis patients. 52 patients had hypothyroidism or sub - clinic hypothyroidism. Among the 80 patients,thyroid antibodies were examined in 54 patients and the total positive ratio was 77.8% . From statistical analysis, there was significant relationship between lymphocytic infiltration, number and heteromorphism of Hurthle cells and function of thyroid;however,there was no significant relationship between function of thyroid and thyroid antibody. Conclusion Determina tion the function of thyroid provides a useful diagnosis in patients with chronic lymphocytic thyroiditis. However,the results of the current study demonstrated that cytology maybe is a more reliable and accurate technique to diagnose chronic lymphocytic thyroid itis."
儿童肝炎后再障合并慢性淋巴细胞性甲状腺炎1例,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=ZSEK200511011,"吴晓莉,张宝玺,赵晓庆,姬静璐",Chinese Journal of Practical Pediatrics,2005-11-25,Journals,,,
慢性淋巴细胞性甲状腺炎的诊治研析,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=ZJZH200512017,潘善余,Zhejiang Journal of Integrated Traditional Chinese and Western Medicine,2005-12-25,Journals,11,慢性淋巴细胞性甲状腺炎;; 病因病机;; 中医治疗;,
慢性淋巴细胞性甲状腺炎,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=YSJX200506002,姚榛祥,Journal of Postgraduates of Medicine,2005-03-30,Journals,6,,
慢性淋巴细胞性甲状腺炎的超声诊断,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=SYYJ200505014,"马云初,李美爱,毛荣霞",Journal of Practical Medical Techniques,2005-03-15,Journals,,,
Schmidt综合征1例,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=LCFC200601028,刘国庆;徐伟民,Clinical Focus,2006-01-05,Journals,,"多内分泌腺疾病,自身免疫性;; 内分泌疾病;",
丛集性头痛合并慢性淋巴细胞性甲状腺炎一例报告,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=BJYX200603028,林毅勇;尹维民;张微微,Beijing Medical Journal,2006-03-10,Journals,,,
Experience in diagnosis and treatment for chronic lymphocytic thyroiditis associated with thyroid malignancy(report of 13 cases).,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=SCYX200601033,"Deng Xiaofan,Li Bo,Chen Peng.West China Hospital,Sichuan University,Chengdu,Sichuan 610041,China",Sichuan Medical Journal,2006-01-15,Journals,3,chronic lymphocytic thyroiditis;; thyroid malignancy;; diagnosis;; treatment;,"Objective To summarize the experience in diagnosis and treatment for chronic lymphocytic thyroiditis associated with thyroid malignancy.Methods Clinical records of 13 patients diagnosed as chronic lymphocytic thyroiditis associated with thyroid malignancy by operation and histologic examination at our department from Nov 2002 to Mar 2005.Results 10 cases of chronic lymphocytic thyroiditis associated with papillary cancer,1 case of chronic lymphocytic throiditis associated with follicular cancer,2 cases of chronic lymphocytic thyroiditis associated with non-Hodgkin’s lymphoma.All cases have been followed-up,treatment results are good.Conclusion Combined with papillary cancer is predominant in cases of chronic lymphocytic thyroiditis associated with thyroid malignancy（10/13）.It may improve pre-operation diagnosis rate by careful physical examination,thyroid function examination,color Dopple examination and fine needle aspiration cytology,attach importance to Intra-operative thyroid lamellar section and frozen histologic examination are profit to improve intraoperative final diagnosis rate and choose correct operation modality."
Perioperative Nursing Care of an Elderly Patient with Chronic Lymphocytic Thyroiditis Complicated with Late-stage Thyroid Gland Cancer,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=HLXZ200606046,"GU Chaoli, YAN Lihua, CHEN Jinglan, et al",Journal of Nursing Science,2006-03-25,Journals,3,"老年人;; 甲状腺肿瘤;; 甲状腺,自身免疫性;; 围手术期护理;","对1例老年慢性淋巴细胞甲状腺炎（桥本病）并发晚期甲状腺癌（癌肿侵及气管）患者行手术治疗,经周密细致的护理,患者临床康复出院。提出术前做好心理护理、气道护理,术后做好气管切开护理、并发症的观察是手术成功的保证。"
慢性淋巴细胞性甲状腺炎合并血小板减少性紫癜1例,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=ZGXY200601013,汤建顺;孙文鑫,Journal of China Pediatric Blood and Cancer,2006-02-17,Journals,2,,
CD4+CD25+Treg细胞与慢性淋巴细胞甲状腺炎,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=YJMZ200602095,韦华;李天资,Journal of Youjiang Medical College For Nationalities,2006-04-30,Journals,,甲状腺炎;; T淋巴细胞;,
慢性淋巴细胞性甲状腺炎误诊21例分析,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=ZWZX200608007,纳智明;贾玲;吴迪;陈居敏;杨净渝,Chinese Journal of Misdiagnostics,2006-04-20,Journals,,"甲状腺炎,自身免疫性/诊断;; 误诊;",
慢性淋巴细胞性甲状腺炎合并黏膜相关淋巴组织淋巴瘤一例,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=BXBZ200602027,包晓辰;章卫平;吕书晴,Journal of Leukemia & Lymphoma,2006-04-25,Journals,,慢性淋巴细胞性甲状腺炎;; MALT淋巴瘤;,
慢性淋巴细胞性甲状腺炎伴甲亢的识别和处理,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=SYNK200609004,姬秋和;李榕,Chinese Journal of Practical Internal Medicine,2006-05-01,Journals,8,,
Effect of maternal autoimmune thyroid disease on intellectual development of infants,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=ZJYB200603011,"ZHU Hong,MAO Hua-qing,CHEN Li-qin,et al(Department of Endocrinology,The Affiliated Children's Hospital,College of Medicine,Zhejiang University,Hangzhou 310003,China)",Journal of Zhejiang University(Medical Sciences),2006-05-25,Journals,2,"Pregnancy/compl;; infant;; Thyroiditis,Autoimmune/compl;; Mental retardation/etiol;","Objective: To study the effect of maternal Hashimoto’s disease（an autoimmune thyroid disease） on intellectual development of infants.Methods: From July 2001 to June 2003,21 infants born by mothers suffered from Hashimoto’s disease were followed up with provincial neonatal disease screening network system.Their thyroid function was assessed and their mental development was evaluated with Gesell development schedules.Results:（1） Among the 21 infants,8 showed normal thyroid function,11 showed hyperthyrotropinemia,2 cases had congenital hypothyroidism,which showed significant differences from those born by healthy mothers.（2） The mental and psychomotor development of infants whose mothers suffered from Hashimoto’s disease lagged behind those with the healthy mothers（P＜0.05）.Conclusion: Maternal Hashimoto’s disease may affects infants’ thyroid function and mental development."
Experience in Diagnosis and Treatment for Chronic Lymphocytic Thyroiditis (Report of 77 Cases),https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=ZPWL200603008,"DENG Xiao-fan, LI Bo, CHEN Peng. Department of General Surgery, West China Hospital Sichuan University, Chengdu 610041, China",Chinese Journal of Bases and Clinics in General Surgery,2006-05-25,Journals,4,Chronic lymphocytic thyroiditis Diagnosis Treatment;,"Objective To summarize the experience in diagnosis and treatment for chronic lymphocytic thyroiditis or complicated with other thyroid diseases. Methods Seventy-seven patients were diagnosed as chronic lymphocytic thyroiditis or complicated with other thyroid diseases by operation and histological examination at this department from November 2002 to March 2005. All their clinical records including general information, the results of careful physical examination, thyroid correlated hormone tests, color Doppler, fine needle aspiration cytological examination and some intraoperative examinations have been retrospectively analyzed in this report. Results There were 53 cases of simple chronic lymphocytic thyroiditis, 10 cases complicated by papillary carcinoma, 1 case complicated by follicular carcinoma, 2 cases complicated by non-Hodgkin’s lymphoma, 6 cases complicated by nodular goiter, 4 cases complicated by follicular adenoma, and 1 complicated by parathyroid adenoma. Almost all the operations were successfull and the symptoms of the diseases were alleviated. Seventy-two patients had been followed up ranging from two months to two years differently and none of them relapsed. Sixty-three of these patients have received thyrine inhibition and vicariousness treatment, 2 patients who complicated by non-Hodgkin’s lymphoma had been hospitalized and 7 patients complicated by carcinoma were treated with iodine-131. Conclusion The clinical manifestations of chronic lymphocytic thyroiditis are complex, and it often complicated with other thyroid disease, which make it difficult to diagnose the diseases before operation. However, some ancillary methods such as careful physical examination, thyroid correlated hormone tests, !color Doppler and fine needle aspiration cytological examination may improve the accuracy of preoperative diagnosis. Intraoperative thyroid lamellar section and frozen histological examination are also very important for intraoperative diagnosis and operative modality selection."
The Clinical Characteristic and Treatment in Children with Hashimoto Thyroiditis and Hypothyroidism,https://www.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&filename=HXYX200603070,"HONG Wei-dong,ZHAI Song-hui,XIANG Cheng-fa",West China Medical Journal,2006-07-30,Journals,2,甲状腺炎;; 自身免疫性;; 甲状腺功能减低;,"目的:分析儿童慢性淋巴细胞性甲状腺炎（CLT）伴甲状腺功能减低（HTD）的临床特点及治疗情况。方法:全部患儿测骨龄、甲状腺功能（T3、T4、TSH）,抗甲状腺球蛋白抗体TGAb、抗甲状腺微粒体抗体（TMAb）,2例行甲状腺针吸细胞学检查。定期监测身高、甲状腺功能。全部病例予甲状腺片口服,根据甲状腺功能调整剂量,并辅以赖氨酸肌醇维生素B12合剂（同笑）。结果:CLT伴HTD就诊时病程8月~6年,≥2年者59例,10~15岁者43例,女:男为5.18:1。全部病例均有甲状腺肿大,18例以身高增长缓慢为主诉就诊。骨龄落后2年者56例。54例患儿身高在同年龄同性别第3百分位以下。治疗1年以上,33例身高达到了同年龄同性别第3百分位或以上。结论:CLT伴HTD起病隐匿,病程长,身高增长缓慢或停滞是其主要表现及严重后果之一。甲状腺素的替代治疗可以改善甲状腺功能,促进身高增长。"
