2024-08-16 21:19:51 INFO 'query_baidu' start 680 tasks by parallel.
2024-08-16 21:19:58 SUCCESS Task (营销策划, 0) completed by parallel. Result is [{'关键词': '营销策划', '百度手机页码': 1, '百度手机排名': 1, '百度手机标题.... Used  6.93 seconds.
2024-08-16 21:20:20 SUCCESS Task (圈子, 4) completed by parallel. Result is [{'关键词': '圈子', '百度手机页码': 5, '百度手机排名': 1, '百度手机标题':.... Used  9.52 seconds.
2024-08-16 21:20:20 SUCCESS Task (圈子, 5) completed by parallel. Result is [{'关键词': '圈子', '百度手机页码': 6, '百度手机排名': 1, '百度手机标题':.... Used  9.52 seconds.
2024-08-16 21:20:20 SUCCESS Task (圈子, 6) completed by parallel. Result is [{'关键词': '圈子', '百度手机页码': 7, '百度手机排名': 1, '百度手机标题':.... Used  9.52 seconds.
2024-08-16 21:20:20 SUCCESS Task (圈子, 7) completed by parallel. Result is [{'关键词': '圈子', '百度手机页码': 8, '百度手机排名': 1, '百度手机标题':.... Used  9.52 seconds.
2024-08-16 21:20:20 SUCCESS Task (圈子, 8) completed by parallel. Result is [{'关键词': '圈子', '百度手机页码': 9, '百度手机排名': 1, '百度手机标题':.... Used  9.52 seconds.
2024-08-16 21:20:20 SUCCESS Task (圈子, 9) completed by parallel. Result is [{'关键词': '圈子', '百度手机页码': 10, '百度手机排名': 1, '百度手机标题'.... Used  9.52 seconds.
2024-08-16 21:20:20 SUCCESS Task (对接人, 0) completed by parallel. Result is [{'关键词': '对接人', '百度手机页码': 1, '百度手机排名': 1, '百度手机标题'.... Used  9.52 seconds.
2024-08-16 21:20:20 SUCCESS Task (对接人, 1) completed by parallel. Result is [{'关键词': '对接人', '百度手机页码': 2, '百度手机排名': 1, '百度手机标题'.... Used  9.52 seconds.
2024-08-16 21:20:20 SUCCESS Task (对接人, 2) completed by parallel. Result is [{'关键词': '对接人', '百度手机页码': 3, '百度手机排名': 1, '百度手机标题'.... Used  9.52 seconds.
2024-08-16 21:20:20 SUCCESS Task (对接人, 3) completed by parallel. Result is [{'关键词': '对接人', '百度手机页码': 4, '百度手机排名': 1, '百度手机标题'.... Used  9.52 seconds.
2024-08-16 21:20:20 SUCCESS Task (对接人, 4) completed by parallel. Result is [{'关键词': '对接人', '百度手机页码': 5, '百度手机排名': 1, '百度手机标题'.... Used  9.52 seconds.
2024-08-16 21:20:20 SUCCESS Task (对接人, 5) completed by parallel. Result is [{'关键词': '对接人', '百度手机页码': 6, '百度手机排名': 1, '百度手机标题'.... Used  9.52 seconds.
2024-08-16 21:20:20 SUCCESS Task (对接人, 6) completed by parallel. Result is [{'关键词': '对接人', '百度手机页码': 7, '百度手机排名': 1, '百度手机标题'.... Used  9.52 seconds.
2024-08-16 21:20:20 SUCCESS Task (对接人, 7) completed by parallel. Result is [{'关键词': '对接人', '百度手机页码': 8, '百度手机排名': 1, '百度手机标题'.... Used  9.52 seconds.
2024-08-16 21:20:20 SUCCESS Task (对接人, 8) completed by parallel. Result is [{'关键词': '对接人', '百度手机页码': 9, '百度手机排名': 1, '百度手机标题'.... Used  9.52 seconds.
2024-08-16 21:20:20 SUCCESS Task (对接人, 9) completed by parallel. Result is [{'关键词': '对接人', '百度手机页码': 10, '百度手机排名': 1, '百度手机标题.... Used  9.52 seconds.
2024-08-16 21:20:20 SUCCESS Task (求职, 0) completed by parallel. Result is [{'关键词': '求职', '百度手机页码': 1, '百度手机排名': 1, '百度手机标题':.... Used  9.52 seconds.
2024-08-16 21:20:20 SUCCESS Task (求职, 1) completed by parallel. Result is [{'关键词': '求职', '百度手机页码': 2, '百度手机排名': 1, '百度手机标题':.... Used  9.52 seconds.
2024-08-16 21:20:20 SUCCESS Task (求职, 2) completed by parallel. Result is [{'关键词': '求职', '百度手机页码': 3, '百度手机排名': 1, '百度手机标题':.... Used  9.52 seconds.
2024-08-16 21:20:20 SUCCESS Task (求职, 3) completed by parallel. Result is [{'关键词': '求职', '百度手机页码': 4, '百度手机排名': 1, '百度手机标题':.... Used  9.52 seconds.
2024-08-16 21:20:20 SUCCESS Task (求职, 4) completed by parallel. Result is [{'关键词': '求职', '百度手机页码': 5, '百度手机排名': 1, '百度手机标题':.... Used  9.54 seconds.
2024-08-16 21:20:20 SUCCESS Task (求职, 5) completed by parallel. Result is [{'关键词': '求职', '百度手机页码': 6, '百度手机排名': 1, '百度手机标题':.... Used  9.60 seconds.
2024-08-16 21:20:20 SUCCESS Task (求职, 6) completed by parallel. Result is [{'关键词': '求职', '百度手机页码': 7, '百度手机排名': 1, '百度手机标题':.... Used  9.62 seconds.
2024-08-16 21:20:20 SUCCESS Task (求职, 7) completed by parallel. Result is [{'关键词': '求职', '百度手机页码': 8, '百度手机排名': 1, '百度手机标题':.... Used  9.62 seconds.
2024-08-16 21:20:20 SUCCESS Task (求职, 8) completed by parallel. Result is [{'关键词': '求职', '百度手机页码': 9, '百度手机排名': 1, '百度手机标题':.... Used  9.62 seconds.
2024-08-16 21:20:20 SUCCESS Task (求职, 9) completed by parallel. Result is [{'关键词': '求职', '百度手机页码': 10, '百度手机排名': 1, '百度手机标题'.... Used  9.62 seconds.
2024-08-16 21:20:20 SUCCESS Task (竞价, 0) completed by parallel. Result is [{'关键词': '竞价', '百度手机页码': 1, '百度手机排名': 1, '百度手机标题':.... Used  9.62 seconds.
2024-08-16 21:20:20 SUCCESS Task (竞价, 1) completed by parallel. Result is [{'关键词': '竞价', '百度手机页码': 2, '百度手机排名': 1, '百度手机标题':.... Used  9.62 seconds.
2024-08-16 21:20:20 SUCCESS Task (竞价, 2) completed by parallel. Result is [{'关键词': '竞价', '百度手机页码': 3, '百度手机排名': 1, '百度手机标题':.... Used  9.62 seconds.
2024-08-16 21:20:20 SUCCESS Task (竞价, 3) completed by parallel. Result is [{'关键词': '竞价', '百度手机页码': 4, '百度手机排名': 1, '百度手机标题':.... Used  9.62 seconds.
2024-08-16 21:20:20 SUCCESS Task (竞价, 4) completed by parallel. Result is [{'关键词': '竞价', '百度手机页码': 5, '百度手机排名': 1, '百度手机标题':.... Used  9.62 seconds.
2024-08-16 21:20:20 SUCCESS Task (竞价, 5) completed by parallel. Result is [{'关键词': '竞价', '百度手机页码': 6, '百度手机排名': 1, '百度手机标题':.... Used  9.62 seconds.
2024-08-16 21:20:20 SUCCESS Task (竞价, 6) completed by parallel. Result is [{'关键词': '竞价', '百度手机页码': 7, '百度手机排名': 1, '百度手机标题':.... Used  9.62 seconds.
2024-08-16 21:20:20 SUCCESS Task (竞价, 7) completed by parallel. Result is [{'关键词': '竞价', '百度手机页码': 8, '百度手机排名': 1, '百度手机标题':.... Used  9.62 seconds.
2024-08-16 21:20:20 SUCCESS Task (竞价, 8) completed by parallel. Result is [{'关键词': '竞价', '百度手机页码': 9, '百度手机排名': 1, '百度手机标题':.... Used  9.62 seconds.
2024-08-16 21:20:20 SUCCESS Task (竞价, 9) completed by parallel. Result is [{'关键词': '竞价', '百度手机页码': 10, '百度手机排名': 1, '百度手机标题'.... Used  9.62 seconds.
2024-08-16 21:20:27 SUCCESS Task (sem, 0) completed by parallel. Result is [{'关键词': 'sem', '百度手机页码': 1, '百度手机排名': 1, '百度手机标题'.... Used  6.69 seconds.
2024-08-16 21:20:27 SUCCESS Task (sem, 1) completed by parallel. Result is [{'关键词': 'sem', '百度手机页码': 2, '百度手机排名': 1, '百度手机标题'.... Used  7.22 seconds.
2024-08-16 21:20:28 SUCCESS Task (sem, 2) completed by parallel. Result is [{'关键词': 'sem', '百度手机页码': 3, '百度手机排名': 1, '百度手机标题'.... Used  7.60 seconds.
2024-08-16 21:20:28 SUCCESS Task (sem, 3) completed by parallel. Result is [{'关键词': 'sem', '百度手机页码': 4, '百度手机排名': 1, '百度手机标题'.... Used  8.23 seconds.
2024-08-16 21:20:29 SUCCESS Task (sem, 4) completed by parallel. Result is [{'关键词': 'sem', '百度手机页码': 5, '百度手机排名': 1, '百度手机标题'.... Used  8.32 seconds.
2024-08-16 21:20:29 SUCCESS Task (sem, 5) completed by parallel. Result is [{'关键词': 'sem', '百度手机页码': 6, '百度手机排名': 1, '百度手机标题'.... Used  8.34 seconds.
2024-08-16 21:20:29 SUCCESS Task (sem, 6) completed by parallel. Result is [{'关键词': 'sem', '百度手机页码': 7, '百度手机排名': 1, '百度手机标题'.... Used  8.36 seconds.
2024-08-16 21:20:29 SUCCESS Task (sem, 7) completed by parallel. Result is [{'关键词': 'sem', '百度手机页码': 8, '百度手机排名': 1, '百度手机标题'.... Used  8.59 seconds.
2024-08-16 21:20:29 SUCCESS Task (sem, 8) completed by parallel. Result is [{'关键词': 'sem', '百度手机页码': 9, '百度手机排名': 1, '百度手机标题'.... Used  8.72 seconds.
2024-08-16 21:20:29 SUCCESS Task (sem, 9) completed by parallel. Result is [{'关键词': 'sem', '百度手机页码': 10, '百度手机排名': 1, '百度手机标题.... Used  8.74 seconds.
2024-08-16 21:20:29 SUCCESS Task (SEM, 0) completed by parallel. Result is [{'关键词': 'SEM', '百度手机页码': 1, '百度手机排名': 1, '百度手机标题'.... Used  8.76 seconds.
2024-08-16 21:20:29 SUCCESS Task (SEM, 1) completed by parallel. Result is [{'关键词': 'SEM', '百度手机页码': 2, '百度手机排名': 1, '百度手机标题'.... Used  8.78 seconds.
2024-08-16 21:20:29 SUCCESS Task (SEM, 2) completed by parallel. Result is [{'关键词': 'SEM', '百度手机页码': 3, '百度手机排名': 1, '百度手机标题'.... Used  8.79 seconds.
2024-08-16 21:20:29 SUCCESS Task (SEM, 3) completed by parallel. Result is [{'关键词': 'SEM', '百度手机页码': 4, '百度手机排名': 1, '百度手机标题'.... Used  9.10 seconds.
2024-08-16 21:20:30 SUCCESS Task (SEM, 4) completed by parallel. Result is [{'关键词': 'SEM', '百度手机页码': 5, '百度手机排名': 1, '百度手机标题'.... Used  9.29 seconds.
2024-08-16 21:20:30 SUCCESS Task (SEM, 5) completed by parallel. Result is [{'关键词': 'SEM', '百度手机页码': 6, '百度手机排名': 1, '百度手机标题'.... Used  9.52 seconds.
2024-08-16 21:20:30 SUCCESS Task (SEM, 6) completed by parallel. Result is [{'关键词': 'SEM', '百度手机页码': 7, '百度手机排名': 1, '百度手机标题'.... Used  9.52 seconds.
2024-08-16 21:20:30 SUCCESS Task (SEM, 7) completed by parallel. Result is [{'关键词': 'SEM', '百度手机页码': 8, '百度手机排名': 1, '百度手机标题'.... Used  9.52 seconds.
2024-08-16 21:20:30 SUCCESS Task (SEM, 8) completed by parallel. Result is [{'关键词': 'SEM', '百度手机页码': 9, '百度手机排名': 1, '百度手机标题'.... Used  9.52 seconds.
2024-08-16 21:20:30 SUCCESS Task (SEM, 9) completed by parallel. Result is [{'关键词': 'SEM', '百度手机页码': 10, '百度手机排名': 1, '百度手机标题.... Used  9.52 seconds.
2024-08-16 21:20:30 SUCCESS Task (排名, 0) completed by parallel. Result is [{'关键词': '排名', '百度手机页码': 1, '百度手机排名': 1, '百度手机标题':.... Used  9.52 seconds.
2024-08-16 21:20:30 SUCCESS Task (排名, 1) completed by parallel. Result is [{'关键词': '排名', '百度手机页码': 2, '百度手机排名': 1, '百度手机标题':.... Used  9.53 seconds.
2024-08-16 21:20:30 SUCCESS Task (排名, 2) completed by parallel. Result is [{'关键词': '排名', '百度手机页码': 3, '百度手机排名': 1, '百度手机标题':.... Used  9.55 seconds.
2024-08-16 21:20:30 SUCCESS Task (排名, 3) completed by parallel. Result is [{'关键词': '排名', '百度手机页码': 4, '百度手机排名': 1, '百度手机标题':.... Used  9.56 seconds.
2024-08-16 21:20:30 SUCCESS Task (排名, 4) completed by parallel. Result is [{'关键词': '排名', '百度手机页码': 5, '百度手机排名': 1, '百度手机标题':.... Used  9.57 seconds.
2024-08-16 21:20:30 SUCCESS Task (排名, 5) completed by parallel. Result is [{'关键词': '排名', '百度手机页码': 6, '百度手机排名': 1, '百度手机标题':.... Used  9.57 seconds.
2024-08-16 21:20:30 SUCCESS Task (排名, 6) completed by parallel. Result is [{'关键词': '排名', '百度手机页码': 7, '百度手机排名': 1, '百度手机标题':.... Used  9.57 seconds.
2024-08-16 21:20:30 SUCCESS Task (排名, 7) completed by parallel. Result is [{'关键词': '排名', '百度手机页码': 8, '百度手机排名': 1, '百度手机标题':.... Used  9.58 seconds.
2024-08-16 21:20:30 SUCCESS Task (排名, 8) completed by parallel. Result is [{'关键词': '排名', '百度手机页码': 9, '百度手机排名': 1, '百度手机标题':.... Used  9.58 seconds.
2024-08-16 21:20:30 SUCCESS Task (排名, 9) completed by parallel. Result is [{'关键词': '排名', '百度手机页码': 10, '百度手机排名': 1, '百度手机标题'.... Used  9.59 seconds.
2024-08-16 21:20:30 SUCCESS Task (媒体合作, 0) completed by parallel. Result is [{'关键词': '媒体合作', '百度手机页码': 1, '百度手机排名': 1, '百度手机标题.... Used  9.61 seconds.
2024-08-16 21:20:30 SUCCESS Task (媒体合作, 1) completed by parallel. Result is [{'关键词': '媒体合作', '百度手机页码': 2, '百度手机排名': 1, '百度手机标题.... Used  9.67 seconds.
2024-08-16 21:20:30 SUCCESS Task (媒体合作, 2) completed by parallel. Result is [{'关键词': '媒体合作', '百度手机页码': 3, '百度手机排名': 1, '百度手机标题.... Used  9.67 seconds.
2024-08-16 21:20:30 SUCCESS Task (媒体合作, 3) completed by parallel. Result is [{'关键词': '媒体合作', '百度手机页码': 4, '百度手机排名': 1, '百度手机标题.... Used  9.69 seconds.
2024-08-16 21:20:30 SUCCESS Task (媒体合作, 4) completed by parallel. Result is [{'关键词': '媒体合作', '百度手机页码': 5, '百度手机排名': 1, '百度手机标题.... Used  9.72 seconds.
2024-08-16 21:20:30 SUCCESS Task (媒体合作, 5) completed by parallel. Result is [{'关键词': '媒体合作', '百度手机页码': 6, '百度手机排名': 1, '百度手机标题.... Used  9.72 seconds.
2024-08-16 21:20:30 SUCCESS Task (媒体合作, 6) completed by parallel. Result is [{'关键词': '媒体合作', '百度手机页码': 7, '百度手机排名': 1, '百度手机标题.... Used  9.72 seconds.
2024-08-16 21:20:30 SUCCESS Task (媒体合作, 7) completed by parallel. Result is [{'关键词': '媒体合作', '百度手机页码': 8, '百度手机排名': 1, '百度手机标题.... Used  9.72 seconds.
2024-08-16 21:20:30 SUCCESS Task (媒体合作, 8) completed by parallel. Result is [{'关键词': '媒体合作', '百度手机页码': 9, '百度手机排名': 1, '百度手机标题.... Used  9.72 seconds.
2024-08-16 21:20:30 SUCCESS Task (媒体合作, 9) completed by parallel. Result is [{'关键词': '媒体合作', '百度手机页码': 10, '百度手机排名': 1, '百度手机标.... Used  9.72 seconds.
2024-08-16 21:20:30 SUCCESS Task (裂变, 0) completed by parallel. Result is [{'关键词': '裂变', '百度手机页码': 1, '百度手机排名': 1, '百度手机标题':.... Used  9.72 seconds.
2024-08-16 21:20:30 SUCCESS Task (裂变, 1) completed by parallel. Result is [{'关键词': '裂变', '百度手机页码': 2, '百度手机排名': 1, '百度手机标题':.... Used  9.72 seconds.
